Reviewer,Paper name,URL,Conference,Year,DHS funding,Origin,Description,Public?,In IMPACT / PREDICT?,Data link,Research or Industry?,Main Category,Sub Category,Note,citeNum
Muwei,Exit from Hell? Reducing the Impact of Amplification DDoS Attacks.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/kuhrer,USENIX,2014,No,Existing,we used the MaxMind GeoIP database,Yes,No,http://www.maxmind.com/ en/ip- location,Industry,Macro-level Internet Characteristics,Topology,,71
Muwei,A Large-Scale Analysis of the Security of Embedded Firmwares,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/costin,USENIX,2014,No,Existing,Use the public ZMap datasets,Yes,No,https://zmap.io,Industry,Macro-level Internet Characteristics,Topology,,91
Muwei,Towards Detecting Anomalous User Behavior in Online Social Networks,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/viswanath,USENIX,2014,No,Existing,Twitter dataset consists of a random sample of 100K out of the 19M Twitter users who joined before August 2009,No,No,/,Industry,Users & Organizations Characteristics,User Activities,,79
Muwei,Towards Detecting Anomalous User Behavior in Online Social Networks.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/viswanath,USENIX,2014,No,Existing,"We then used Selenium to crawl the publicly visible data for these users, covering 2.16M publicly-visible likesand an additional 1.19M publicly-visible Timeline posts includ- ing messages, URLs, and photos.",No,No,/,Research,Users & Organizations Characteristics,User Activities,,79
Muwei,Towards Detecting Anomalous User Behavior in Online Social Networks.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/viswanath,USENIX,2014,No,Existing,The Twitter dataset consists of a random sample of 100K out of the 19M Twitter users,No,No,Deep Twitter Diving: Exploring Topical Groups in Microblogs at Scale,Research,Users & Organizations Characteristics,User Activities,,79
Muwei,A Large-Scale Empirical Analysis of Chinese Web Passwords.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/li_zhigong,USENIX,2014,No,Existing,"we analyzed a corpus of over 100 million passwords from multiple websites that are in Chinese and English, respectively",Yes,No,leaked passwords,Industry,Users & Organizations Characteristics,User Information,,31
Muwei,Telepathwords: Preventing Weak Passwords by Reading Users' Minds.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/komanduri,USENIX,2014,No,Existing,"we used the 133,109 passwords in the Yahoo! Voices breach data",Yes,No,/,Industry,Users & Organizations Characteristics,User Information,,35
Muwei,Measuring Real-World Accuracies and Biases in Modeling Password Guessability,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/ur,USENIX,2015,No,Existing,RockYou leak passwords,Yes,No,/,Industry,Users & Organizations Characteristics,User Information,,45
Muwei,Measuring Real-World Accuracies and Biases in Modeling Password Guessability,https://www.usenix.org/conference/usenixsecurity15/technical-sessions/presentation/ur,USENIX,2015,No,Existing,Yahoo! Voices leak passwords,Yes,No,/,Industry,Users & Organizations Characteristics,User Information,,45
Muwei,From the Aether to the Ethernet - Attacking the Internet using Broadcast Digital Television.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/oren,USENIX,2014,No,Existing,Our analysis was based on the NASA SEDAC Metropolitan Statistical Areas dataset,Yes,No,"U.s. census grids (sum- mary file 3), 2000: Metropolitan statistical areas",Government,Users & Organizations Characteristics,User Offline Characteristics,,30
Muwei,Towards Detecting Anomalous User Behavior in Online Social Networks,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/viswanath,USENIX,2014,No,Existing,"Yelp dataset consists of all 92,725 Yelp reviewers in the San Francisco area",No,No,/,Industry,Users & Organizations Characteristics,User Opinions,,79
Muwei,Towards Detecting Anomalous User Behavior in Online Social Networks.,https://www.usenix.org/conference/usenixsecurity14/technical-sessions/presentation/viswanath,USENIX,2014,No,Existing,"The Yelp dataset consists of all 92,725 Yelp reviewers in the San Francisco area",No,No,Iolaus: Securing Online Content Rating Systems. Previous paper,Research,Users & Organizations Characteristics,User Opinions,,79
Muwei,Strategic News Bundling and Privacy Breach Disclosures,http://weis2016.econinfosec.org/wp-content/uploads/sites/2/2016/05/WEIS_2016_paper_20-1.pdf,WEIS,2016,No,Create Derivative,I build a novel dataset of privacy breaches and hacking from publicly available data from different privacy specialized websites. I construct a large dataset of stocks and news reports of publicly traded companies,No,No,/,Research,Attacker Related,Attacks,,2
Muwei,MyTrackingChoices: Pacifying the Ad-Block War by Enforcing User Privacy Preferences,http://weis2016.econinfosec.org/wp-content/uploads/sites/2/2016/05/WEIS_2016_paper_48.pdf,WEIS,2016,No,Create Primary,"we have approximately 76000 entries for English language. Three additional lists of unigrams and bigrams, although with a fewer number of entries, are also available for French, Spanish and Italian.The collected data is from those users of MyTrackingChoices who downloaded it directly from Chrome Web Store. In order to study blocking ad behaviors.",No,No,/,Research,Defender Artifacts,Configurations,,10
Muwei,Estimating the costs of consumer-facing cybercrime: A tailored instrument and representative data for six EU countries,http://weis2016.econinfosec.org/wp-content/uploads/sites/2/2016/05/WEIS_2016_paper_54-2.pdf,WEIS,2016,No,Create Primary,"We develop an instrument to measure the prevalence of cybercrime and the costs to consumers. We collected representative data for adult Internet users in the following six European member states (in protocol order): Germany (DE), Estonia (EE), Italy (IT), the Netherlands (NL), Poland (PL), and the United Kingdom (UK).",Yes(regional EU),No,http:// ecrime-project.eu/,Research,Users & Organizations Characteristics,User Information,,0
Muwei,International Comparison of Bank Fraud Reimbursement: Customer Perceptions and Contractual Terms,http://weis2016.econinfosec.org/wp-content/uploads/sites/2/2016/05/WEIS_2016_paper_78-1.pdf,WEIS,2016,No,Create Primary,"We surveyed the terms and conditions of 30 banks operating in 25 countries. The terms and conditions were reviewed to identify instructions or advice on security. This included how users should handle the PINs associated with their cards, as well as telephone and Internet banking credentials. The documents are worked through by 151 participants.",No,No,/,Research,Users & Organizations Characteristics,User Offline Characteristics,,0
Muwei,Consumer Attitudes Toward Data Breach Notifications and Loss of Personal Information,http://weis2016.econinfosec.org/wp-content/uploads/sites/2/2016/05/WEIS_2016_paper_11-2.pdf,WEIS,2016,No,Create Primary,"The survey was conducted using the American Life Panel, a nationally representative panel of more than 6,000 adults who participate in Internet-based surveys covering a diverse set of issues. Fielded between May 15 and June 1, 2015, the survey was designed to provide a snapshot of the frequency of breach notifications and the types of data compromised, as well as consumer reactions to the breach, the notification process, and the affected company. Our survey was fielded between May 14 and June 1, 2015, to 2,618 adults.",No,No,/,Research,Users & Organizations Characteristics,User Opinions,,7
Muwei,National-level risk assessment: A multi-country study of malware infections,http://weis2016.econinfosec.org/wp-content/uploads/sites/2/2016/06/WEIS_2016_paper_38-2-1.pdf,WEIS,2016,No,Existing,"The data was collected by Microsoft Malicious Software Removal Tool (MSRT), a malware cleaner utility that scans computers for infections of specific, prevalent malicious software and helps remove these infections",No,No,/,Industry,Attacker Related,Attacks,,2
Muwei,Strategic News Bundling and Privacy Breach Disclosures,http://weis2016.econinfosec.org/wp-content/uploads/sites/2/2016/05/WEIS_2016_paper_20-1.pdf,WEIS,2016,No,Existing,Datalossdb.org,Yes,No,Datalossdb.org,Research,Attacker Related,Attacks,,2
Muwei,Strategic News Bundling and Privacy Breach Disclosures,http://weis2016.econinfosec.org/wp-content/uploads/sites/2/2016/05/WEIS_2016_paper_20-1.pdf,WEIS,2016,No,Existing,Databreaches.net,Yes,No,Databreaches.net,Research,Attacker Related,Attacks,,2
Muwei,Strategic News Bundling and Privacy Breach Disclosures,http://weis2016.econinfosec.org/wp-content/uploads/sites/2/2016/05/WEIS_2016_paper_20-1.pdf,WEIS,2016,No,Existing,PHIprivacy.net,Yes,No,PHIprivacy.net,Research,Attacker Related,Attacks,,2
Muwei,Strategic News Bundling and Privacy Breach Disclosures,http://weis2016.econinfosec.org/wp-content/uploads/sites/2/2016/05/WEIS_2016_paper_20-1.pdf,WEIS,2016,No,Existing,Privacy Rights Clearinghouse,Yes,No,https://www.privacyrights.org,Research,Attacker Related,Attacks,,2
Muwei,"Given Enough Eyeballs, All Bugs Are Shallow? Revisiting Eric Raymond with Bug Bounty Programs",http://weis2016.econinfosec.org/wp-content/uploads/sites/2/2015/08/WEIS_2016_paper_76.pdf,WEIS,2016,No,Existing,"We have investigated a public data set of 35 public bug bounty programs from the HackerOne website. We collected the rewards received by security researchers, with their timestamps",Yes,No,https://hackerone.com/,Industry,Defender Artifacts,Alerts,,1
Muwei,IDENTITY THEFT AS A TEACHABLE MOMENT,http://weis2016.econinfosec.org/wp-content/uploads/sites/2/2016/05/WEIS_2016_paper_14-1.pdf,WEIS,2016,No,Existing,"We use the Federal Reserve Bank of New York Consumer Credit Panel/Equifax data set (hereafter, CCP), combined with additional information on the timing (placement) and type of fraud alerts obtained from Equifax by the Payment Cards Center.",No,No,/,Industry,Defender Artifacts,Alerts,,2
Muwei,MyTrackingChoices: Pacifying the Ad-Block War by Enforcing User Privacy Preferences,http://weis2016.econinfosec.org/wp-content/uploads/sites/2/2016/05/WEIS_2016_paper_48.pdf,WEIS,2016,No,Existing,Alexa.com's 500 top Web sites for almost each of the top-level categories,Yes,No,https://www.alexa.com,Industry,Macro-level Internet Characteristics,Applications,,10
Muwei,Strategic News Bundling and Privacy Breach Disclosures,http://weis2016.econinfosec.org/wp-content/uploads/sites/2/2016/05/WEIS_2016_paper_20-1.pdf,WEIS,2016,No,Existing,The data for stock prices comes from the Center for Research in Security Prices,Yes,No,http://www.crsp.com,Industry,Users & Organizations Characteristics,User Offline Characteristics,,2
Muwei,Strategic News Bundling and Privacy Breach Disclosures,http://weis2016.econinfosec.org/wp-content/uploads/sites/2/2016/05/WEIS_2016_paper_20-1.pdf,WEIS,2016,No,Existing,I use Standard Industrial Classification (SIC) industry numbers for each company from CRS Pusing Wharton Research Data Services.,Yes,No,http://www.whartonwrds.com,Industry,Users & Organizations Characteristics,User Offline Characteristics,,2
Hannah,Toward Understanding Distributed Blackhole Placement,http://dl.acm.org/citation.cfm?id=1029627,WORM 2004,2004,No,Create Primary,"Three  successively more specific views of traffic to a network of distributed blackhole sensors. The data was recorded over a one month period with SYN responders on TCP port 135, 445, 4444, and 9996 across all sensors",Public,No,/,Research,Attacker Related,Attacks,,157
Hannah,Toward Understanding Distributed Blackhole Placement,http://dl.acm.org/citation.cfm?id=1029627,WORM 2004,2004,No,Existing,"BGP updates data from RouteViews BGP monitorwe  do  a  simple  analysis  using  BGPdata from the Oregon RouteViews project [28]",Public,DS-384,/,Industry,Macro-level Internet Characteristics,Topology,,157
Hannah,Traveling the Silk Road: A Measurement Analysis of a Large Anonymous Online Marketplace,https://www.andrew.cmu.edu/user/nicolasc/publications/TR-CMU-CyLab-12-018.pdf,WWW 2013 (22nd international world wide web conference),2013,No,Create Primary,"gather and analyze data over eight months between the end of 2011 and 2012, including daily crawls of the marketplace for nearly six months in 2012 (February 3, 2012 _研 July 24, 2012)",Public,No,https://arima.cylab.cmu.edu/sr/,Research,Attacker Related,Cybercrime Infrastructure,,310
Hannah,An Empirical Study of Web Cookies,https://salfeld.github.io/Pubs/WWW2016.pdf,WWW 2016,2016,Yes,Create Primary,"In this paper, we present an empirical studyof web cookie characteristics, placement practices and informationtransmission. To conduct this study, we implemented a lightweightweb crawler that tracks and stores the cookies as it navigates towebsites. ",Public,DS-658,https://www.impactcybertrust.org/dataset_view?idDataset=658,Research,Users & Organizations Characteristics,User Activities,,9
